MooreRank,Team,W,L,T,MooreSOS,MoorePR,Season,TeamID
18,NEW MEXICO,28,7,0,70.13,84,2012,1307
33,NEW MEXICO,29,6,0,72.62,80.9,2013,1307
31,NEW MEXICO,27,7,0,70.65,80.59,2014,1307
144,NEW MEXICO,15,16,0,65.67,66.45,2015,1307
151,NEW MEXICO,17,15,0,65.9,65.08,2016,1307
111,NEW MEXICO,17,14,0,64.32,64.74,2017,1307
93,NEW MEXICO,19,15,0,67.58,71.29,2018,1307
99,NEW MEXICO ST.,22,12,0,69.74,74.67,2010,1308
141,NEW MEXICO ST.,15,17,0,69.2,68.99,2011,1308
66,NEW MEXICO ST.,26,10,0,64.82,76.37,2012,1308
92,NEW MEXICO ST.,24,11,0,67.35,72.85,2013,1308
98,NEW MEXICO ST.,26,10,0,62.12,71.69,2014,1308
113,NEW MEXICO ST.,23,11,0,59.29,68.68,2015,1308
124,NEW MEXICO ST.,23,11,0,57.05,66.86,2016,1308
182,NEW MEXICO ST.,28,6,0,50.66,59.13,2017,1308
111,NEW MEXICO ST.,28,6,0,59.35,69.37,2018,1308
312,NEW ORLEANS,8,22,0,62.71,53.61,2010,1309
337,NEW ORLEANS,8,18,0,59.63,47.81,2013,1309
332,NEW ORLEANS,11,15,0,59.62,49.96,2014,1309
316,NEW ORLEANS,11,18,0,56.83,51.51,2015,1309
322,NEW ORLEANS,10,20,0,56.81,50.16,2016,1309
217,NEW ORLEANS,20,12,0,54.68,56.88,2017,1309
270,NEW ORLEANS,16,17,0,57.94,57.58,2018,1309
133,NIAGARA,18,15,0,67.58,70.68,2010,1310
267,NIAGARA,9,23,0,65.98,58.85,2011,1310
258,NIAGARA,14,19,0,65.32,60.1,2012,1310
137,NIAGARA,19,14,0,67.62,68.55,2013,1310
264,NIAGARA,7,26,0,65.71,58.49,2014,1310
265,NIAGARA,8,22,0,65.44,57.69,2015,1310
285,NIAGARA,7,25,0,62.46,54.27,2016,1310
228,NIAGARA,10,23,0,60.43,56.1,2017,1310
199,NIAGARA,19,14,0,64.38,62.81,2018,1310
248,NICHOLLS ST.,11,19,0,64.77,60.34,2010,1311
242,NICHOLLS ST.,14,14,0,64.22,61.23,2011,1311
332,NICHOLLS ST.,10,20,0,60.57,48.8,2012,1311
297,NICHOLLS ST.,9,21,0,61.26,54.8,2013,1311
308,NICHOLLS ST.,14,15,0,57.37,53.63,2014,1311
330,NICHOLLS ST.,10,19,0,58.6,49.47,2015,1311
314,NICHOLLS ST.,11,23,0,60.53,50.83,2016,1311
333,NICHOLLS ST.,14,17,0,50.76,45.13,2017,1311
234,NICHOLLS ST.,21,11,0,54.28,60.13,2018,1311
272,NORFOLK ST.,11,19,0,59.75,58.04,2010,1313
298,NORFOLK ST.,12,20,0,60.04,56.12,2011,1313
226,NORFOLK ST.,26,10,0,62.56,62.13,2012,1313
221,NORFOLK ST.,21,12,0,60.87,61.9,2013,1313
250,NORFOLK ST.,19,15,0,60.23,59.28,2014,1313
254,NORFOLK ST.,20,14,0,57.68,58.6,2015,1313
261,NORFOLK ST.,17,17,0,58.46,56.33,2016,1313
282,NORFOLK ST.,17,17,0,54.9,52.27,2017,1313
324,NORFOLK ST.,14,19,0,53.52,52.57,2018,1313
56,NORTH CAROLINA,20,17,0,77.74,79.58,2010,1314
8,NORTH CAROLINA,29,8,0,78.29,87.49,2011,1314
5,NORTH CAROLINA,32,6,0,74.98,89.32,2012,1314
19,NORTH CAROLINA,25,11,0,74.78,83.1,2013,1314
21,NORTH CAROLINA,24,10,0,75.29,82.62,2014,1314
9,NORTH CAROLINA,26,12,0,77.27,85.42,2015,1314
2,NORTH CAROLINA,33,7,0,75.58,91.35,2016,1314
11,NORTH CAROLINA,26,11,0,77.05,82.72,2018,1314
1,NORTH CAROLINA,33,7,0,74.85,90.44,2017,1314
321,NORTH CAROLINA A&T,11,22,0,59.24,52.2,2010,1299
307,NORTH CAROLINA A&T,14,17,0,62.86,54.3,2011,1299
302,NORTH CAROLINA A&T,12,20,0,59.41,54.44,2012,1299
233,NORTH CAROLINA A&T,20,17,0,60.37,61.01,2013,1299
336,NORTH CAROLINA A&T,9,23,0,59.34,49.04,2014,1299
339,NORTH CAROLINA A&T,9,23,0,56.08,47.6,2015,1299
341,NORTH CAROLINA A&T,10,22,0,56.32,46.51,2016,1299
349,NORTH CAROLINA A&T,3,29,0,49.96,39.43,2017,1299
295,NORTH CAROLINA A&T,20,15,0,55.2,55.59,2018,1299
258,NORTH CAROLINA ASHEVILLE,15,16,0,63.19,59.23,2010,1421
153,NORTH CAROLINA ASHEVILLE,20,14,0,63.8,68.29,2011,1421
90,NORTH CAROLINA ASHEVILLE,24,10,0,66.1,73.93,2012,1421
226,NORTH CAROLINA ASHEVILLE,16,16,0,64.97,61.55,2013,1421
212,NORTH CAROLINA ASHEVILLE,17,15,0,61.59,62.43,2014,1421
267,NORTH CAROLINA ASHEVILLE,15,16,0,59.47,57.54,2015,1421
147,NORTH CAROLINA ASHEVILLE,22,12,0,60.47,65.25,2016,1421
165,NORTH CAROLINA ASHEVILLE,23,10,0,55.84,60.37,2017,1421
159,NORTH CAROLINA ASHEVILLE,21,13,0,62.89,65.11,2018,1421
335,NORTH CAROLINA CENTRAL,7,22,0,62.7,49.79,2010,1300
315,NORTH CAROLINA CENTRAL,15,15,0,58.54,53.29,2011,1300
253,NORTH CAROLINA CENTRAL,17,15,0,59.44,60.45,2012,1300
220,NORTH CAROLINA CENTRAL,22,9,0,59.67,61.97,2013,1300
99,NORTH CAROLINA CENTRAL,28,6,0,59.79,71.6,2014,1300
142,NORTH CAROLINA CENTRAL,25,8,0,56.49,66.62,2015,1300
317,NORTH CAROLINA CENTRAL,13,19,0,52.97,50.76,2016,1300
227,NORTH CAROLINA CENTRAL,25,9,0,48.32,56.12,2017,1300
327,NORTH CAROLINA CENTRAL,19,16,0,50.65,52.19,2018,1300
123,NORTH CAROLINA CHARLOTTE,19,12,0,71.2,71.31,2010,1150
182,NORTH CAROLINA CHARLOTTE,10,20,0,70.43,66.11,2011,1150
157,NORTH CAROLINA CHARLOTTE,13,17,0,69.77,67.18,2012,1150
127,NORTH CAROLINA CHARLOTTE,21,12,0,71.22,69.59,2013,1150
178,NORTH CAROLINA CHARLOTTE,17,14,0,66.64,65.38,2014,1150
159,NORTH CAROLINA CHARLOTTE,14,18,0,65.27,65.57,2015,1150
186,NORTH CAROLINA CHARLOTTE,14,19,0,62.69,62.13,2016,1150
206,NORTH CAROLINA CHARLOTTE,13,17,0,60.92,57.64,2017,1150
279,NORTH CAROLINA CHARLOTTE,6,23,0,64.05,56.95,2018,1150
252,NORTH CAROLINA GREENSBORO,8,23,0,68.6,60.15,2010,1422
257,NORTH CAROLINA GREENSBORO,7,24,0,69,59.54,2011,1422
262,NORTH CAROLINA GREENSBORO,13,19,0,65.66,59.81,2012,1422
270,NORTH CAROLINA GREENSBORO,9,22,0,62.64,58.34,2013,1422
293,NORTH CAROLINA GREENSBORO,14,18,0,63.15,55.6,2014,1422
246,NORTH CAROLINA GREENSBORO,11,22,0,59.12,58.99,2015,1422
216,NORTH CAROLINA GREENSBORO,15,19,0,59.79,60.16,2016,1422
160,NORTH CAROLINA GREENSBORO,25,10,0,56.82,60.48,2017,1422
78,NORTH CAROLINA GREENSBORO,27,8,0,62.77,72.86,2018,1422
67,NORTH CAROLINA ST.,20,16,0,76.39,78.35,2010,1301
84,NORTH CAROLINA ST.,15,16,0,74.62,75.22,2011,1301
26,NORTH CAROLINA ST.,24,13,0,75.41,82.34,2012,1301
27,NORTH CAROLINA ST.,24,11,0,73.93,81.63,2013,1301
44,NORTH CAROLINA ST.,22,14,0,75.06,78.42,2014,1301
20,NORTH CAROLINA ST.,22,14,0,75.39,80.59,2015,1301
60,NORTH CAROLINA ST.,16,17,0,73.79,75.04,2016,1301
77,NORTH CAROLINA ST.,15,17,0,71.64,69.3,2017,1301
53,NORTH CAROLINA ST.,21,12,0,71.76,76.25,2018,1301
241,NORTH CAROLINA WILMINGTON,9,22,0,70.38,61.44,2010,1423
210,NORTH CAROLINA WILMINGTON,13,18,0,68.37,64.11,2011,1423
231,NORTH CAROLINA WILMINGTON,10,21,0,68.46,61.59,2012,1423
279,NORTH CAROLINA WILMINGTON,10,20,0,66.23,57.34,2013,1423
277,NORTH CAROLINA WILMINGTON,9,23,0,65.97,57.11,2014,1423
202,NORTH CAROLINA WILMINGTON,18,14,0,63.51,62.48,2015,1423
104,NORTH CAROLINA WILMINGTON,25,8,0,63.98,70.12,2016,1423
76,NORTH CAROLINA WILMINGTON,29,6,0,60.43,69.41,2017,1423
251,NORTH CAROLINA WILMINGTON,11,21,0,64.17,59.39,2018,1423
339,NORTH DAKOTA,8,23,0,57.46,48.02,2010,1315
309,NORTH DAKOTA,18,15,0,56.08,54.1,2011,1315
288,NORTH DAKOTA,17,15,0,56.53,56.9,2012,1315
261,NORTH DAKOTA,16,17,0,62.07,59.3,2013,1315
269,NORTH DAKOTA,17,17,0,60.97,57.85,2014,1315
318,NORTH DAKOTA,8,22,0,60.29,51.38,2015,1315
235,NORTH DAKOTA,17,16,0,57.47,58.36,2016,1315
157,NORTH DAKOTA,22,10,0,56.61,60.73,2017,1315
291,NORTH DAKOTA,12,20,0,60.85,56.14,2018,1315
220,NORTH DAKOTA ST.,11,18,0,63.94,62.96,2010,1295
195,NORTH DAKOTA ST.,14,15,0,63.79,65.32,2011,1295
188,NORTH DAKOTA ST.,17,14,0,64.74,65.03,2012,1295
116,NORTH DAKOTA ST.,24,10,0,63.37,70.71,2013,1295
62,NORTH DAKOTA ST.,26,7,0,65.48,75.77,2014,1295
145,NORTH DAKOTA ST.,23,10,0,61.46,66.26,2015,1295
175,NORTH DAKOTA ST.,20,13,0,59.49,62.51,2016,1295
193,NORTH DAKOTA ST.,19,11,0,58.27,58.51,2017,1295
287,NORTH DAKOTA ST.,15,17,0,54.79,56.25,2018,1295
289,NORTH FLORIDA,13,18,0,63.88,56.21,2010,1316
247,NORTH FLORIDA,14,19,0,67.71,60.53,2011,1316
217,NORTH FLORIDA,16,16,0,65.94,62.67,2012,1316
235,NORTH FLORIDA,13,19,0,64.99,60.88,2013,1316
251,NORTH FLORIDA,16,16,0,63.63,59.18,2014,1316
146,NORTH FLORIDA,23,12,0,59.81,66.22,2015,1316
220,NORTH FLORIDA,22,12,0,58.15,59.57,2016,1316
299,NORTH FLORIDA,15,19,0,54.4,50.63,2017,1316
322,NORTH FLORIDA,14,19,0,59.05,52.82,2018,1316
156,NORTH TEXAS,24,9,0,62.88,68.47,2010,1317
156,NORTH TEXAS,23,11,0,62.06,67.74,2011,1317
168,NORTH TEXAS,18,13,0,61.89,66.33,2012,1317
245,NORTH TEXAS,12,20,0,65.6,60.46,2013,1317
247,NORTH TEXAS,16,16,0,59.96,59.84,2014,1317
249,NORTH TEXAS,14,17,0,62.62,58.72,2015,1317
274,NORTH TEXAS,12,20,0,58.85,55.13,2016,1317
294,NORTH TEXAS,8,22,0,57.36,51.39,2017,1317
88,NORTH TEXAS,20,18,0,62.73,72.11,2018,1317
95,NORTHEASTERN,20,13,0,70.89,74.96,2010,1318
163,NORTHEASTERN,11,20,0,70.51,67.2,2011,1318
167,NORTHEASTERN,14,17,0,67.76,66.41,2012,1318
178,NORTHEASTERN,20,13,0,66.42,65.46,2013,1318
200,NORTHEASTERN,11,21,0,67.71,63.48,2014,1318
122,NORTHEASTERN,23,12,0,64.28,67.99,2015,1318
133,NORTHEASTERN,18,15,0,66.23,66.13,2016,1318
183,NORTHEASTERN,15,16,0,61.05,59.12,2017,1318
102,NORTHEASTERN,23,10,0,65.43,70.78,2018,1318
259,NORTHERN ARIZONA,14,14,0,63.74,59.23,2010,1319
175,NORTHERN ARIZONA,19,13,0,62,66.39,2011,1319
327,NORTHERN ARIZONA,5,23,0,62.79,49.68,2012,1319
321,NORTHERN ARIZONA,11,21,0,61.98,52.43,2013,1319
263,NORTHERN ARIZONA,15,17,0,60.5,58.5,2014,1319
195,NORTHERN ARIZONA,23,15,0,59.71,62.78,2015,1319
343,NORTHERN ARIZONA,5,25,0,60.31,45.68,2016,1319
308,NORTHERN ARIZONA,9,23,0,56.5,50.02,2017,1319
341,NORTHERN ARIZONA,5,27,0,61.15,48.78,2018,1319
162,NORTHERN COLORADO,25,8,0,61.24,68.22,2010,1294
150,NORTHERN COLORADO,21,11,0,63.11,68.48,2011,1294
279,NORTHERN COLORADO,9,19,0,61.49,57.85,2012,1294
258,NORTHERN COLORADO,13,18,0,59.76,59.59,2013,1294
258,NORTHERN COLORADO,18,14,0,59.32,58.91,2014,1294
285,NORTHERN COLORADO,15,15,0,57.67,56.09,2015,1294
316,NORTHERN COLORADO,10,21,0,58.98,50.78,2016,1294
251,NORTHERN COLORADO,11,18,0,58.09,54.58,2017,1294
143,NORTHERN COLORADO,26,12,0,57.71,66.28,2018,1294
251,NORTHERN ILLINOIS,10,20,0,65.53,60.19,2010,1296
283,NORTHERN ILLINOIS,9,21,0,65.77,57.85,2011,1296
312,NORTHERN ILLINOIS,5,26,0,65.84,53.02,2012,1296
307,NORTHERN ILLINOIS,5,25,0,64.64,53.32,2013,1296
194,NORTHERN ILLINOIS,15,17,0,64.13,63.88,2014,1296
184,NORTHERN ILLINOIS,14,16,0,64.03,64.04,2015,1296
162,NORTHERN ILLINOIS,21,13,0,60.04,63.36,2016,1296
226,NORTHERN ILLINOIS,15,17,0,56.48,56.16,2017,1296
247,NORTHERN ILLINOIS,13,19,0,62.08,59.56,2018,1296
34,NORTHERN IOWA,30,5,0,72.5,82.74,2010,1320
95,NORTHERN IOWA,20,14,0,71.52,74.26,2011,1320
103,NORTHERN IOWA,20,14,0,71.7,73,2012,1320
72,NORTHERN IOWA,21,15,0,72.06,74.95,2013,1320
106,NORTHERN IOWA,16,15,0,68.74,71.25,2014,1320
29,NORTHERN IOWA,31,4,0,67.16,78.81,2015,1320
58,NORTHERN IOWA,23,13,0,69.08,75.43,2016,1320
139,NORTHERN IOWA,14,16,0,66.04,62.66,2017,1320
121,NORTHERN IOWA,16,16,0,66.59,68.34,2018,1320
214,NORTHERN KENTUCKY,11,16,0,63.18,62.23,2013,1297
298,NORTHERN KENTUCKY,9,21,0,61.95,55.22,2014,1297
235,NORTHERN KENTUCKY,13,17,0,60.96,59.82,2015,1297
258,NORTHERN KENTUCKY,9,21,0,63.28,56.52,2016,1297
142,NORTHERN KENTUCKY,24,11,0,58.01,62.32,2017,1297
105,NORTHERN KENTUCKY,22,10,0,60.63,70.08,2018,1297
77,NORTHWESTERN,20,14,0,74.66,76.76,2010,1321
43,NORTHWESTERN,20,14,0,76.14,81.23,2011,1321
59,NORTHWESTERN,19,14,0,75.91,77.29,2012,1321
118,NORTHWESTERN,13,19,0,75.07,70.68,2013,1321
92,NORTHWESTERN,14,19,0,75.24,72.66,2014,1321
79,NORTHWESTERN,15,17,0,72.61,72.6,2015,1321
56,NORTHWESTERN,20,12,0,68.24,75.68,2016,1321
34,NORTHWESTERN,24,12,0,71.06,76.4,2017,1321
70,NORTHWESTERN,15,17,0,72.08,73.69,2018,1321
306,NORTHWESTERN ST.,10,19,0,61.01,54.33,2010,1322
253,NORTHWESTERN ST.,18,14,0,59.54,59.91,2011,1322
261,NORTHWESTERN ST.,16,16,0,60.83,59.97,2012,1322
188,NORTHWESTERN ST.,23,9,0,61.62,65.1,2013,1322
198,NORTHWESTERN ST.,17,14,0,59.64,63.56,2014,1322
266,NORTHWESTERN ST.,19,13,0,59.67,57.55,2015,1322
318,NORTHWESTERN ST.,8,20,0,59.75,50.67,2016,1322
295,NORTHWESTERN ST.,13,16,0,53.44,51.18,2017,1322
348,NORTHWESTERN ST.,4,25,0,58.11,46.84,2018,1322
24,NOTRE DAME,23,12,0,75.57,84.65,2010,1323
12,NOTRE DAME,27,7,0,76.62,86.6,2011,1323
33,NOTRE DAME,22,12,0,74.82,80.61,2012,1323
32,NOTRE DAME,25,10,0,74.19,81.27,2013,1323
71,NOTRE DAME,15,17,0,74.77,74.74,2014,1323
8,NOTRE DAME,32,6,0,73.03,85.73,2015,1323
32,NOTRE DAME,24,12,0,74.61,79.58,2016,1323
21,NOTRE DAME,26,10,0,72.98,79.79,2017,1323
42,NOTRE DAME,21,15,0,72.45,77.27,2018,1323
127,OAKLAND MI,26,9,0,66.42,71.05,2010,1324
71,OAKLAND MI,25,10,0,67.44,76.61,2011,1324
138,OAKLAND MI,20,16,0,66.59,69.76,2012,1324
215,OAKLAND MI,16,17,0,64.55,62.1,2013,1324
192,OAKLAND MI,13,20,0,68.07,64.04,2014,1324
189,OAKLAND MI,16,17,0,65.62,63.65,2015,1324
83,OAKLAND MI,23,12,0,63.37,72.32,2016,1324
104,OAKLAND MI,25,9,0,58.68,65.4,2017,1324
176,OAKLAND MI,19,14,0,62.81,64.02,2018,1324
4,OHIO ST.,29,8,0,76.79,90.41,2010,1326
1,OHIO ST.,34,3,0    7,6.21,94.91,2011,1326
2,OHIO ST.,31,8,0,77.34,92.27,2012,1326
4,OHIO ST.,29,8,0,76.49,88.8,2013,1326
16,OHIO ST.,25,10,0,75.04,83.61,2014,1326
16,OHIO ST.,24,11,0,73.07,82.35,2015,1326
62,OHIO ST.,21,14,0,71.8,74.83,2016,1326
67,OHIO ST.,17,15,0,69.75,71.15,2017,1326
17,OHIO ST.,25,9,0,74.32,81.72,2018,1326
86,OHIO UNIVERSITY,22,15,0,68.19,75.45,2010,1325
139,OHIO UNIVERSITY,19,16,0,66.73,69.07,2011,1325
60,OHIO UNIVERSITY,29,8,0,68.39,77.23,2012,1325
83,OHIO UNIVERSITY,24,10,0,66.24,73.42,2013,1325
137,OHIO UNIVERSITY,25,12,0,66.05,68.27,2014,1325
224,OHIO UNIVERSITY,10,20,0,66.15,60.62,2015,1325
136,OHIO UNIVERSITY,23,12,0,63.18,66.05,2016,1325
123,OHIO UNIVERSITY,20,11,0,58.46,63.87,2017,1325
248,OHIO UNIVERSITY,14,17,0,61.21,59.54,2018,1325
98,OKLAHOMA,13,18,0,76.79,74.68,2010,1328
110,OKLAHOMA,14,18,0,73.41,72.2,2011,1328
98,OKLAHOMA,15,16,0,74.25,73.24,2012,1328
55,OKLAHOMA,20,12,0,72.38,76.92,2013,1328
32,OKLAHOMA,23,10,0,74.2,80.28,2014,1328
14,OKLAHOMA,24,11,0,74.87,82.85,2015,1328
13,OKLAHOMA,29,8,0,75.57,83.37,2016,1328
62,OKLAHOMA,11,20,0,74.99,71.87,2017,1328
37,OKLAHOMA,18,14,0,75.77,78.24,2018,1328
37,OKLAHOMA ST.,22,11,0,75.65,82.25,2010,1329
60,OKLAHOMA ST.,20,14,0,76.5,78.58,2011,1329
79,OKLAHOMA ST.,15,18,0,75.58,74.66,2012,1329
40,OKLAHOMA ST.,24,9,0,73.12,79.39,2013,1329
24,OKLAHOMA ST.,21,13,0,73.14,81.66,2014,1329
58,OKLAHOMA ST.,18,14,0,72.57,75.25,2015,1329
107,OKLAHOMA ST.,12,20,0,72.36,69.59,2016,1329
24,OKLAHOMA ST.,20,13,0,72.83,78.87,2017,1329
51,OKLAHOMA ST.,21,15,0,74.11,76.41,2018,1329
44,OLD DOMINION,27,9,0,71.07,81.13,2010,1330
53,OLD DOMINION,27,7,0,71.26,79.77,2011,1330
99,OLD DOMINION,22,14,0,68.87,73.16,2012,1330
212,OLD DOMINION,5,25,0,66.63,62.55,2013,1330
155,OLD DOMINION,18,18,0,65.46,66.84,2014,1330
83,OLD DOMINION,27,8,0,64.11,72.24,2015,1330
77,OLD DOMINION,25,13,0,62.64,73.04,2016,1330
128,OLD DOMINION,19,12,0,61.83,63.6,2017,1330
73,OLD DOMINION,25,7,0,64.34,73.31,2018,1330
144,ORAL ROBERTS,20,13,0,66.47,69.53,2010,1331
144,ORAL ROBERTS,19,16,0,65.32,68.83,2011,1331
123,ORAL ROBERTS,27,7,0,66.39,71,2012,1331
194,ORAL ROBERTS,20,15,0,62.44,64.68,2013,1331
246,ORAL ROBERTS,17,16,0,60.77,59.93,2014,1331
206,ORAL ROBERTS,19,15,0,62.31,62,2015,1331
206,ORAL ROBERTS,14,17,0,63.5,60.75,2016,1331
220,ORAL ROBERTS,8,22,0,62.01,56.78,2017,1331
323,ORAL ROBERTS,11,21,0,56.82,52.8,2018,1331
107,OREGON,16,16,0,73.55,73.26,2010,1332
72,OREGON,21,18,0,74.34,76.57,2011,1332
30,OREGON,24,10,0,72.63,81.14,2012,1332
35,OREGON,28,9,0,70.58,80.53,2013,1332
27,OREGON,24,10,0,73.66,81.46,2014,1332
34,OREGON,26,10,0,72.85,78.03,2015,1332
7,OREGON,31,7,0,72.81,85.64,2016,1332
10,OREGON,33,6,0,69.31,82.02,2017,1332
64,OREGON,23,13,0,70.01,74.79,2018,1332
96,OREGON ST.,14,18,0,73.13,74.9,2010,1333
129,OREGON ST.,11,20,0,72.39,70.13,2011,1333
81,OREGON ST.,21,15,0,69.75,74.41,2012,1333
112,OREGON ST.,14,18,0,68.92,71.19,2013,1333
108,OREGON ST.,16,16,0,71.18,71.19,2014,1333
123,OREGON ST.,17,14,0,69.15,67.97,2015,1333
63,OREGON ST.,19,13,0,72.49,74.46,2016,1333
211,OREGON ST.,5,27,0,65.45,57.04,2017,1333
97,OREGON ST.,16,16,0,69.54,71.22,2018,1333
132,PACIFIC,23,12,0,66.31,70.73,2010,1334
204,PACIFIC,16,15,0,65.65,64.98,2011,1334
287,PACIFIC,11,19,0,63.62,57.01,2012,1334
172,PACIFIC,22,13,0,67.18,66.14,2013,1334
163,PACIFIC,18,16,0,68.91,66.57,2014,1334
209,PACIFIC,12,19,0,68.07,61.72,2015,1334
191,PACIFIC,8,20,0,64.64,61.87,2016,1334
223,PACIFIC,11,22,0,62.28,56.37,2017,1334
180,PACIFIC,14,18,0,64.87,63.84,2018,1334
61,PENN ST.,11,20,0,77.15,79.3,2010,1336
31,PENN ST.,19,16,0,79.95,82.48,2011,1336
106,PENN ST.,12,20,0,76.34,72.86,2012,1336
105,PENN ST.,10,21,0,76.36,71.75,2013,1336
72,PENN ST.,16,18,0,74.73,74.68,2014,1336
53,PENN ST.,18,16,0,73.45,76.06,2015,1336
100,PENN ST.,16,16,0,73.21,70.45,2016,1336
80,PENN ST.,15,18,0,71.57,68.9,2017,1336
14,PENN ST.,26,13,0,73.73,82.39,2018,1336
265,PENNSYLVANIA,6,22,0,67.09,58.55,2010,1335
214,PENNSYLVANIA,13,14,0,64.94,63.76,2011,1335
130,PENNSYLVANIA,20,13,0,68.67,70.46,2012,1335
224,PENNSYLVANIA,9,22,0,66.85,61.64,2013,1335
233,PENNSYLVANIA,8,20,0,68.03,60.99,2014,1335
259,PENNSYLVANIA,9,19,0,65.08,58.34,2015,1335
212,PENNSYLVANIA,11,17,0,64.31,60.43,2016,1335
124,PENNSYLVANIA,13,15,0,63.35,63.77,2017,1335
100,PENNSYLVANIA,24,9,0,64.43,70.83,2018,1335
281,PEPPERDINE,7,24,0,67.77,57.33,2010,1337
221,PEPPERDINE,12,21,0,68.14,63.38,2011,1337
263,PEPPERDINE,10,19,0,67.2,59.7,2012,1337
229,PEPPERDINE,12,18,0,66.78,61.2,2013,1337
179,PEPPERDINE,15,16,0,67.72,65.33,2014,1337
134,PEPPERDINE,18,14,0,68.65,67.21,2015,1337
137,PEPPERDINE,18,14,0,66.06,66.03,2016,1337
258,PEPPERDINE,9,22,0,64.01,53.95,2017,1337
220,PEPPERDINE,6,26,0,66.84,60.86,2018,1337
20,PITTSBURGH,25,9,0,77.03,85.79,2010,1338
6,PITTSBURGH,28,6,0,75.97,88.24,2011,1338
44,PITTSBURGH,22,17,0,73.99,79.07,2012,1338
18,PITTSBURGH,24,9,0,72.98,84.06,2013,1338
15,PITTSBURGH,26,10,0,73.76,83.75,2014,1338
62,PITTSBURGH,19,15,0,72.32,74.81,2015,1338
41,PITTSBURGH,21,12,0,72.65,78.16,2016,1338
54,PITTSBURGH,16,17,0,74.16,72.56,2017,1338
155,PITTSBURGH,8,24,0,74.02,65.53,2018,1338
102,PORTLAND,21,11,0,68.42,74.05,2010,1339
135,PORTLAND,20,12,0,69.8,69.28,2011,1339
243,PORTLAND,8,24,0,71.43,60.77,2012,1339
241,PORTLAND,11,21,0,70.09,60.68,2013,1339
127,PORTLAND,15,16,0,67.73,68.93,2014,1339
124,PORTLAND,17,16,0,66.26,67.97,2015,1339
193,PORTLAND,12,20,0,64.43,61.86,2016,1339
269,PORTLAND,11,22,0,59.06,52.84,2017,1339
253,PORTLAND,10,22,0,64,59.12,2018,1339
208,PORTLAND ST.,13,19,0,64.93,64.37,2010,1340
284,PORTLAND ST.,14,16,0,60.68,57.84,2011,1340
241,PORTLAND ST.,17,15,0,60.14,60.8,2012,1340
315,PORTLAND ST.,8,20,0,59.81,52.86,2013,1340
283,PORTLAND ST.,17,15,0,60.08,56.7,2014,1340
275,PORTLAND ST.,15,14,0,59,57.03,2015,1340
281,PORTLAND ST.,13,18,0,55.56,54.41,2016,1340
274,PORTLAND ST.,15,16,0,53.39,52.62,2017,1340
165,PORTLAND ST.,20,14,0,59.97,64.89,2018,1340
332,PRAIRIE VIEW,16,14,0,54.62,50.35,2010,1341
335,PRAIRIE VIEW,10,22,0,59.05,48.63,2011,1341
335,PRAIRIE VIEW,14,18,0,55.5,48.48,2012,1341
333,PRAIRIE VIEW,15,19,0,55.36,49.44,2013,1341
341,PRAIRIE VIEW,11,23,0,56.69,47.89,2014,1341
306,PRAIRIE VIEW,15,18,0,54.65,52.94,2015,1341
344,PRAIRIE VIEW,7,24,0,55.74,44.99,2016,1341
326,PRAIRIE VIEW,13,20,0,52.67,47.49,2017,1341
308,PRAIRIE VIEW,16,18,0,56.5,54.36,2018,1341
326,PRESBYTERIAN COLLEGE,5,26,0,64.92,51.52,2010,1342
278,PRESBYTERIAN COLLEGE,13,18,0,64.64,58.1,2011,1342
239,PRESBYTERIAN COLLEGE,14,15,0,63.27,60.85,2012,1342
324,PRESBYTERIAN COLLEGE,8,24,0,63.97,51.65,2013,1342
347,PRESBYTERIAN COLLEGE,6,26,0,59.47,46.38,2014,1342
323,PRESBYTERIAN COLLEGE,10,22,0,61.68,50.63,2015,1342
320,PRESBYTERIAN COLLEGE,11,20,0,58.61,50.26,2016,1342
350,PRESBYTERIAN COLLEGE,5,25,0,53.43,38.89,2017,1342
314,PRESBYTERIAN COLLEGE,11,21,0,57.85,53.64,2018,1342
121,PRINCETON,22,9,0,63.13,71.38,2010,1343
107,PRINCETON,25,7,0,65.35,72.54,2011,1343
94,PRINCETON,20,12,0,65.95,73.87,2012,1343
106,PRINCETON,17,11,0,67.12,71.68,2013,1343
114,PRINCETON,21,9,0,64.76,70.61,2014,1343
112,PRINCETON,16,14,0,63.22,68.74,2015,1343
75,PRINCETON,22,7,0,63.63,73.65,2016,1343
66,PRINCETON,23,7,0,63.03,71.27,2017,1343
194,PRINCETON,13,16,0,62.67,63.02,2018,1343
97,PROVIDENCE,12,19,0,76.55,74.78,2010,1344
111,PROVIDENCE,15,17,0,74.43,72.04,2011,1344
120,PROVIDENCE,15,17,0,72.28,71.42,2012,1344
63,PROVIDENCE,19,15,0,73.13,75.94,2013,1344
33,PROVIDENCE,23,12,0,75.68,79.91,2014,1344
28,PROVIDENCE,22,12,0,74.04,78.82,2015,1344
52,PROVIDENCE,24,11,0,73.62,76.66,2016,1344
46,PROVIDENCE,20,13,0,71.97,74.61,2017,1344
46,PROVIDENCE,21,14,0,75.72,76.76,2018,1344
16,PURDUE,29,6,0,78.7,86.45,2010,1345
15,PURDUE,26,8,0,76.61,86.24,2011,1345
20,PURDUE,22,13,0,77.15,83.82,2012,1345
51,PURDUE,16,18,0,75.62,77.82,2013,1345
